Event,Fight
UFC Fight Night: Hunt vs Mir,Dan Hooker vs. Mark Eddiva
UFC Fight Night: Hunt vs Mir,Leslie Smith vs. Rin Nakai
UFC Fight Night: Hunt vs Mir,Viscardi Andrade vs. Richard Walsh
UFC Fight Night: Hunt vs Mir,Ross Pearson vs. Chad Laprise
UFC Fight Night: Hunt vs Mir,Alan Patrick vs. Damien Brown
UFC 196: McGregor vs Diaz,Nate Diaz vs. Conor McGregor
UFC 196: McGregor vs Diaz,Miesha Tate vs. Holly Holm
UFC 196: McGregor vs Diaz,Ilir Latifi vs. Gian Villante
UFC 196: McGregor vs Diaz,Corey Anderson vs. Tom Lawlor
UFC 196: McGregor vs Diaz,Amanda Nunes vs. Valentina Shevchenko
UFC 196: McGregor vs Diaz,Siyar Bahadurzada vs. Brandon Thatch
UFC 196: McGregor vs Diaz,Nordine Taleb vs. Erick Silva
UFC 196: McGregor vs Diaz,Vitor Miranda vs. Marcelo Guimaraes
UFC 196: McGregor vs Diaz,Darren Elkins vs. Chas Skelly
UFC 196: McGregor vs Diaz,Diego Sanchez vs. Jim Miller
UFC 196: McGregor vs Diaz,Jason Saggo vs. Justin Salas
UFC 196: McGregor vs Diaz,Teruto Ishihara vs. Julian Erosa
UFC Fight Night: Silva vs Bisping,Michael Bisping vs. Anderson Silva
UFC Fight Night: Silva vs Bisping,Gegard Mousasi vs. Thales Leites
UFC Fight Night: Silva vs Bisping,Tom Breese vs. Keita Nakamura
UFC Fight Night: Silva vs Bisping,Brad Pickett vs. Francisco Rivera
UFC Fight Night: Silva vs Bisping,Makwan Amirkhani vs. Mike Wilkinson
UFC Fight Night: Silva vs Bisping,Davey Grant vs. Marlon Vera
UFC Fight Night: Silva vs Bisping,Scott Askham vs. Chris Dempsey
UFC Fight Night: Silva vs Bisping,Arnold Allen vs. Yaotzin Meza
UFC Fight Night: Silva vs Bisping,Krzysztof Jotko vs. Brad Scott
UFC Fight Night: Silva vs Bisping,Rustam Khabilov vs. Norman Parke
UFC Fight Night: Silva vs Bisping,Daniel Omielanczuk vs. Jarjis Danho
UFC Fight Night: Silva vs Bisping,Teemu Packalen vs. Thibault Gouti
UFC Fight Night: Silva vs Bisping,David Teymur vs. Martin Svensson
UFC Fight Night: Cowboy vs Cowboy,Donald Cerrone vs. Alex Oliveira
UFC Fight Night: Cowboy vs Cowboy,Derek Brunson vs. Roan Carneiro
UFC Fight Night: Cowboy vs Cowboy,Cody Garbrandt vs. Augusto Mendes
UFC Fight Night: Cowboy vs Cowboy,Dennis Bermudez vs. Tatsuya Kawajiri
UFC Fight Night: Cowboy vs Cowboy,Chris Camozzi vs. Joe Riggs
UFC Fight Night: Cowboy vs Cowboy,James Krause vs. Shane Campbell
UFC Fight Night: Cowboy vs Cowboy,Sean Strickland vs. Alex Garcia
UFC Fight Night: Cowboy vs Cowboy,Oluwale Bamgbose vs. Daniel Sarafian
UFC Fight Night: Cowboy vs Cowboy,Anthony Smith vs. Leonardo Guimaraes
UFC Fight Night: Cowboy vs Cowboy,Nathan Coy vs. Jonavin Webb
UFC Fight Night: Cowboy vs Cowboy,Ashlee Evans-Smith vs. Marion Reneau
UFC Fight Night: Cowboy vs Cowboy,Lauren Murphy vs. Kelly Faszholz
UFC Fight Night: Cowboy vs Cowboy,Shamil Abdurakhimov vs. Anthony Hamilton
UFC Fight Night: Hendricks vs Thompson,Stephen Thompson vs. Johny Hendricks
UFC Fight Night: Hendricks vs Thompson,Roy Nelson vs. Jared Rosholt
UFC Fight Night: Hendricks vs Thompson,Ovince Saint Preux vs. Rafael Cavalcante
UFC Fight Night: Hendricks vs Thompson,Joseph Benavidez vs. Zach Makovsky
UFC Fight Night: Hendricks vs Thompson,Misha Cirkunov vs. Alex Nicholson
UFC Fight Night: Hendricks vs Thompson,Mike Pyle vs. Sean Spencer
UFC Fight Night: Hendricks vs Thompson,Joshua Burkman vs. KJ Noons
UFC Fight Night: Hendricks vs Thompson,Derrick Lewis vs. Damian Grabowski
UFC Fight Night: Hendricks vs Thompson,Justin Scoggins vs. Ray Borg
UFC Fight Night: Hendricks vs Thompson,Diego Rivas vs. Noad Lahat
UFC Fight Night: Hendricks vs Thompson,Mickey Gall vs. Mike Jackson
UFC Fight Night: Hendricks vs Thompson,Alex White vs. Artem Lobov
UFC on FOX: Johnson vs. Bader,Anthony Johnson vs. Ryan Bader
UFC on FOX: Johnson vs. Bader,Ben Rothwell vs. Josh Barnett
UFC on FOX: Johnson vs. Bader,Jimmie Rivera vs. Iuri Alcantara
UFC on FOX: Johnson vs. Bader,Bryan Barberena vs. Sage Northcutt
UFC on FOX: Johnson vs. Bader,Tarec Saffiedine vs. Jake Ellenberger
UFC on FOX: Johnson vs. Bader,Diego Ferreira vs. Olivier Aubin-Mercier
UFC on FOX: Johnson vs. Bader,Rafael Natal vs. Kevin Casey
UFC on FOX: Johnson vs. Bader,Wilson Reis vs. Dustin Ortiz
UFC on FOX: Johnson vs. Bader,Alexander Yakovlev vs. George Sullivan
UFC on FOX: Johnson vs. Bader,Alex Caceres vs. Masio Fullen
UFC on FOX: Johnson vs. Bader,Randy Brown vs. Matt Dwyer
UFC on FOX: Johnson vs. Bader,Damon Jackson vs. Levan Makashvili
UFC on FOX: Johnson vs. Bader,Anthony Rocco Martin vs. Felipe Olivieri
UFC Fight Night: Dillashaw vs Cruz,Dominick Cruz vs. TJ Dillashaw
UFC Fight Night: Dillashaw vs Cruz,Eddie Alvarez vs. Anthony Pettis
UFC Fight Night: Dillashaw vs Cruz,Travis Browne vs. Matt Mitrione
UFC Fight Night: Dillashaw vs Cruz,Francisco Trinaldo vs. Ross Pearson
UFC Fight Night: Dillashaw vs Cruz,Patrick Cote vs. Ben Saunders
UFC Fight Night: Dillashaw vs Cruz,Ed Herman vs. Tim Boetsch
UFC Fight Night: Dillashaw vs Cruz,Chris Wade vs. Mehdi Baghdad
UFC Fight Night: Dillashaw vs Cruz,Luke Sanders vs. Maximo Blanco
UFC Fight Night: Dillashaw vs Cruz,Paul Felder vs. Daron Cruickshank
UFC Fight Night: Dillashaw vs Cruz,Ilir Latifi vs. Sean O'Connell
UFC Fight Night: Dillashaw vs Cruz,Charles Rosa vs. Kyle Bochniak
UFC Fight Night: Dillashaw vs Cruz,Rob Font vs. Joey Gomez
UFC Fight Night: Dillashaw vs Cruz,Francimar Barroso vs. Elvis Mutapcic
UFC 195: Lawler vs Condit,Robbie Lawler vs. Carlos Condit
UFC 195: Lawler vs Condit,Stipe Miocic vs. Andrei Arlovski
UFC 195: Lawler vs Condit,Albert Tumenov vs. Lorenz Larkin
UFC 195: Lawler vs Condit,Brian Ortega vs. Diego Brandao
UFC 195: Lawler vs Condit,Abel Trujillo vs. Tony Sims
UFC 195: Lawler vs Condit,Michael McDonald vs. Masanori Kanehara
UFC 195: Lawler vs Condit,Alex Morono vs. Kyle Noke
UFC 195: Lawler vs Condit,Justine Kish vs. Nina Nunes
UFC 195: Lawler vs Condit,Drew Dober vs. Scott Holtzman
UFC 195: Lawler vs Condit,Dustin Poirier vs. Joe Duffy
UFC 195: Lawler vs Condit,Michinori Tanaka vs. Joe Soto
UFC 195: Lawler vs Condit,Sheldon Westcott vs. Edgar Garcia
UFC on FOX: Dos Anjos vs. Cowboy 2,Rafael Dos Anjos vs. Donald Cerrone
UFC on FOX: Dos Anjos vs. Cowboy 2,Alistair Overeem vs. Junior Dos Santos
UFC on FOX: Dos Anjos vs. Cowboy 2,Nate Diaz vs. Michael Johnson
UFC on FOX: Dos Anjos vs. Cowboy 2,Karolina Kowalkiewicz vs. Randa Markos
UFC on FOX: Dos Anjos vs. Cowboy 2,Charles Oliveira vs. Myles Jury
UFC on FOX: Dos Anjos vs. Cowboy 2,Nate Marquardt vs. CB Dollaway
UFC on FOX: Dos Anjos vs. Cowboy 2,Valentina Shevchenko vs. Sarah Kaufman
UFC on FOX: Dos Anjos vs. Cowboy 2,Tamdan McCrory vs. Josh Samman
UFC on FOX: Dos Anjos vs. Cowboy 2,Nik Lentz vs. Danny Castillo
UFC on FOX: Dos Anjos vs. Cowboy 2,Cole Miller vs. Jim Alers
UFC on FOX: Dos Anjos vs. Cowboy 2,Kamaru Usman vs. Leon Edwards
UFC on FOX: Dos Anjos vs. Cowboy 2,Vicente Luque vs. Hayder Hassan
UFC on FOX: Dos Anjos vs. Cowboy 2,Francis Ngannou vs. Luis Henrique
UFC 194: Aldo vs McGregor,Conor McGregor vs. Jose Aldo
UFC 194: Aldo vs McGregor,Luke Rockhold vs. Chris Weidman
UFC 194: Aldo vs McGregor,Yoel Romero vs. Jacare Souza
UFC 194: Aldo vs McGregor,Demian Maia vs. Gunnar Nelson
UFC 194: Aldo vs McGregor,Max Holloway vs. Jeremy Stephens
UFC 194: Aldo vs McGregor,Urijah Faber vs. Frankie Saenz
UFC 194: Aldo vs McGregor,Tecia Torres vs. Jocelyn Jones-Lybarger
UFC 194: Aldo vs McGregor,Warlley Alves vs. Colby Covington
UFC 194: Aldo vs McGregor,Leonardo Santos vs. Kevin Lee
UFC 194: Aldo vs McGregor,Magomed Mustafaev vs. Joe Proctor
UFC 194: Aldo vs McGregor,Yancy Medeiros vs. John Makdessi
UFC 194: Aldo vs McGregor,Court McGee vs. Marcio Alexandre Junior
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Frankie Edgar vs. Chad Mendes
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ryan Hall vs. Artem Lobov
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Tony Ferguson vs. Edson Barboza
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Evan Dunham vs. Joe Lauzon
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Tatsuya Kawajiri vs. Jason Knight
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Julian Erosa vs. Marcin Wrzosek
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Gabriel Gonzaga vs. Konstantin Erokhin
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ryan LaFlare vs. Mike Pierce
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Geane Herrera vs. Joby Sanchez
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Chris Gruetzemacher vs. Abner Lloveras
UFC Fight Night: Namajunas vs. VanZant,Rose Namajunas vs. Paige VanZant
UFC Fight Night: Namajunas vs. VanZant,Michael Chiesa vs. Jim Miller
UFC Fight Night: Namajunas vs. VanZant,Sage Northcutt vs. Cody Pfister
UFC Fight Night: Namajunas vs. VanZant,Thiago Santos vs. Elias Theodorou
UFC Fight Night: Namajunas vs. VanZant,Tim Means vs. John Howard
UFC Fight Night: Namajunas vs. VanZant,Sergio Moraes vs. Omari Akhmedov
UFC Fight Night: Namajunas vs. VanZant,Antonio Carlos Junior vs. Kevin Casey
UFC Fight Night: Namajunas vs. VanZant,Aljamain Sterling vs. Johnny Eduardo
UFC Fight Night: Namajunas vs. VanZant,Santiago Ponzinibbio vs. Andreas Stahl
UFC Fight Night: Namajunas vs. VanZant,Danny Roberts vs. Nathan Coy
UFC Fight Night: Namajunas vs. VanZant,Zubaira Tukhugov vs. Phillipe Nover
UFC Fight Night: Namajunas vs. VanZant,Kailin Curran vs. Emily Kagan
UFC Fight Night: Henderson vs Masvidal,Benson Henderson vs. Jorge Masvidal
UFC Fight Night: Henderson vs Masvidal,Dong Hyun Kim vs. Dominic Waters
UFC Fight Night: Henderson vs Masvidal,Alberto Mina vs. Yoshihiro Akiyama
UFC Fight Night: Henderson vs Masvidal,Dooho Choi vs. Sam Sicilia
UFC Fight Night: Henderson vs Masvidal,Dongi Yang vs. Jake Collier
UFC Fight Night: Henderson vs Masvidal,Mike de la Torre vs. Yui Chul Nam
UFC Fight Night: Henderson vs Masvidal,Tae Hyun Bang vs. Leo Kuntz
UFC Fight Night: Henderson vs Masvidal,Seo Hee Ham vs. Cortney Casey
UFC Fight Night: Henderson vs Masvidal,Fredy Serrano vs. Yao Zhikui
UFC Fight Night: Henderson vs Masvidal,Marco Beltran vs. Guangyou Ning
UFC Fight Night: Henderson vs Masvidal,Dominique Steele vs. Dong Hyun Ma
UFC Fight Night: Magny vs Gastelum,Neil Magny vs. Kelvin Gastelum
UFC Fight Night: Magny vs Gastelum,Ricardo Lamas vs. Diego Sanchez
UFC Fight Night: Magny vs Gastelum,Henry Cejudo vs. Jussier Formiga
UFC Fight Night: Magny vs Gastelum,Erick Montano vs. Enrique Marin
UFC Fight Night: Magny vs Gastelum,Enrique Barzola vs. Horacio Gutierrez
UFC Fight Night: Magny vs Gastelum,Leandro Silva vs. Efrain Escudero
UFC Fight Night: Magny vs Gastelum,Erik Perez vs. Taylor Lapilus
UFC Fight Night: Magny vs Gastelum,Bartosz Fabinski vs. Hector Urbina
UFC Fight Night: Magny vs Gastelum,Alejandro Perez vs. Scott Jorgensen
UFC Fight Night: Magny vs Gastelum,Andre Fili vs. Gabriel Benitez
UFC Fight Night: Magny vs Gastelum,Alvaro Herrera Mendoza vs. Vernon Ramos Ho
UFC Fight Night: Magny vs Gastelum,Marco Polo Reyes vs. Cesar Arzamendia
UFC Fight Night: Magny vs Gastelum,Michel Prazeres vs. Valmir Lazaro
UFC 193: Rousey vs Holm,Holly Holm vs. Ronda Rousey
UFC 193: Rousey vs Holm,Joanna Jedrzejczyk vs. Valerie Letourneau
UFC 193: Rousey vs Holm,Mark Hunt vs. Antonio Silva
UFC 193: Rousey vs Holm,Robert Whittaker vs. Uriah Hall
UFC 193: Rousey vs Holm,Jared Rosholt vs. Stefan Struve
UFC 193: Rousey vs Holm,Jake Matthews vs. Akbarh Arreola
UFC 193: Rousey vs Holm,Kyle Noke vs. Peter Sobotta
UFC 193: Rousey vs Holm,Gian Villante vs. Anthony Perosh
UFC 193: Rousey vs Holm,Danny Martinez vs. Richie Vaculik
UFC 193: Rousey vs Holm,Daniel Kelly vs. Steve Montgomery
UFC 193: Rousey vs Holm,Richard Walsh vs. Steve Kennedy
UFC 193: Rousey vs Holm,James Moontasri vs. Anton Zafir
UFC 193: Rousey vs Holm,Ben Nguyen vs. Ryan Benoit
UFC Fight Night: Belfort vs Henderson 3,Vitor Belfort vs. Dan Henderson
UFC Fight Night: Belfort vs Henderson 3,Glover Teixeira vs. Patrick Cummins
UFC Fight Night: Belfort vs Henderson 3,Thomas Almeida vs. Anthony Birchak
UFC Fight Night: Belfort vs Henderson 3,Alex Oliveira vs. Piotr Hallmann
UFC Fight Night: Belfort vs Henderson 3,Rashid Magomedov vs. Gilbert Burns
UFC Fight Night: Belfort vs Henderson 3,Corey Anderson vs. Fabio Maldonado
UFC Fight Night: Belfort vs Henderson 3,Abel Trujillo vs. Gleison Tibau
UFC Fight Night: Belfort vs Henderson 3,Johnny Case vs. Yan Cabral
UFC Fight Night: Belfort vs Henderson 3,Thiago Tavares vs. Clay Guida
UFC Fight Night: Belfort vs Henderson 3,Chas Skelly vs. Edimilson Souza
UFC Fight Night: Belfort vs Henderson 3,Viscardi Andrade vs. Gasan Umalatov
UFC Fight Night: Belfort vs Henderson 3,Jimmie Rivera vs. Pedro Munhoz
UFC Fight Night: Belfort vs Henderson 3,Matheus Nicolau vs. Bruno Korea
UFC Fight Night: Holohan vs Smolka,Louis Smolka vs. Paddy Holohan
UFC Fight Night: Holohan vs Smolka,Norman Parke vs. Reza Madadi
UFC Fight Night: Holohan vs Smolka,Nicolas Dalby vs. Darren Till
UFC Fight Night: Holohan vs Smolka,Neil Seery vs. Jon Delos Reyes
UFC Fight Night: Holohan vs Smolka,Stevie Ray vs. Mickael Lebout
UFC Fight Night: Holohan vs Smolka,Aisling Daly vs. Ericka Almeida
UFC Fight Night: Holohan vs Smolka,Krzysztof Jotko vs. Scott Askham
UFC Fight Night: Holohan vs Smolka,Tom Breese vs. Cathal Pendred
UFC Fight Night: Holohan vs Smolka,Darren Elkins vs. Robert Whiteford
UFC Fight Night: Holohan vs Smolka,Garreth McLellan vs. Bubba Bush
UFC 192: Cormier vs Gustafsson,Daniel Cormier vs. Alexander Gustafsson
UFC 192: Cormier vs Gustafsson,Ryan Bader vs. Rashad Evans
UFC 192: Cormier vs Gustafsson,Ruslan Magomedov vs. Shawn Jordan
UFC 192: Cormier vs Gustafsson,Joseph Benavidez vs. Ali Bagautinov
UFC 192: Cormier vs Gustafsson,Julianna Pena vs. Jessica Eye
UFC 192: Cormier vs Gustafsson,Yair Rodriguez vs. Dan Hooker
UFC 192: Cormier vs Gustafsson,Albert Tumenov vs. Alan Jouban
UFC 192: Cormier vs Gustafsson,Adriano Martins vs. Islam Makhachev
UFC 192: Cormier vs Gustafsson,Rose Namajunas vs. Angela Hill
UFC 192: Cormier vs Gustafsson,Sage Northcutt vs. Francisco Trevino
UFC 192: Cormier vs Gustafsson,Sergio Pettis vs. Chris Cariaso
UFC 192: Cormier vs Gustafsson,Derrick Lewis vs. Viktor Pesta
UFC Fight Night: Barnett vs Nelson,Josh Barnett vs. Roy Nelson
UFC Fight Night: Barnett vs Nelson,Uriah Hall vs. Gegard Mousasi
UFC Fight Night: Barnett vs Nelson,Kyoji Horiguchi vs. Chico Camus
UFC Fight Night: Barnett vs Nelson,Takeya Mizugaki vs. George Roop
UFC Fight Night: Barnett vs Nelson,Diego Brandao vs. Katsunori Kikuno
UFC Fight Night: Barnett vs Nelson,Mizuto Hirota vs. Teruto Ishihara
UFC Fight Night: Barnett vs Nelson,Keita Nakamura vs. Li Jingliang
UFC Fight Night: Barnett vs Nelson,Nick Hein vs. Yusuke Kasuya
UFC Fight Night: Barnett vs Nelson,Kajan Johnson vs. Naoyuki Kotani
UFC Fight Night: Barnett vs Nelson,Shinsho Anzai vs. Roger Zapata
UFC 191: Johnson vs Dodson 2,Demetrious Johnson vs. John Dodson
UFC 191: Johnson vs Dodson 2,Andrei Arlovski vs. Frank Mir
UFC 191: Johnson vs Dodson 2,Anthony Johnson vs. Jimi Manuwa
UFC 191: Johnson vs Dodson 2,Corey Anderson vs. Jan Blachowicz
UFC 191: Johnson vs Dodson 2,Paige VanZant vs. Alex Chambers
UFC 191: Johnson vs Dodson 2,Ross Pearson vs. Paul Felder
UFC 191: Johnson vs Dodson 2,John Lineker vs. Francisco Rivera
UFC 191: Johnson vs Dodson 2,Raquel Pennington vs. Jessica Andrade
UFC 191: Johnson vs Dodson 2,Tiago dos Santos e Silva vs. Clay Collard
UFC 191: Johnson vs Dodson 2,Joe Riggs vs. Ron Stallings
UFC 191: Johnson vs Dodson 2,Joaquim Silva vs. Nazareno Malegarie
UFC Fight Night: Holloway vs Oliveira,Max Holloway vs. Charles Oliveira
UFC Fight Night: Holloway vs Oliveira,Neil Magny vs. Erick Silva
UFC Fight Night: Holloway vs Oliveira,Patrick Cote vs. Joshua Burkman
UFC Fight Night: Holloway vs Oliveira,Francisco Trinaldo vs. Chad Laprise
UFC Fight Night: Holloway vs Oliveira,Olivier Aubin-Mercier vs. Tony Sims
UFC Fight Night: Holloway vs Oliveira,Valerie Letourneau vs. Maryna Moroz
UFC Fight Night: Holloway vs Oliveira,Frankie Perez vs. Sam Stout
UFC Fight Night: Holloway vs Oliveira,Felipe Arantes vs. Yves Jabouin
UFC Fight Night: Holloway vs Oliveira,Nikita Krylov vs. Marcos Rogerio de Lima
UFC Fight Night: Holloway vs Oliveira,Chris Kelades vs. Chris Beal
UFC Fight Night: Holloway vs Oliveira,Shane Campbell vs. Elias Silverio
UFC Fight Night: Holloway vs Oliveira,Misha Cirkunov vs. Daniel Jolly
UFC Fight Night: Teixeira vs Saint Preux,Glover Teixeira vs. Ovince Saint Preux
UFC Fight Night: Teixeira vs Saint Preux,Beneil Dariush vs. Michael Johnson
UFC Fight Night: Teixeira vs Saint Preux,Derek Brunson vs. Sam Alvey
UFC Fight Night: Teixeira vs Saint Preux,Jared Rosholt vs. Timothy Johnson
UFC Fight Night: Teixeira vs Saint Preux,Amanda Nunes vs. Sara McMann
UFC Fight Night: Teixeira vs Saint Preux,Ray Borg vs. Geane Herrera
UFC Fight Night: Teixeira vs Saint Preux,Uriah Hall vs. Oluwale Bamgbose
UFC Fight Night: Teixeira vs Saint Preux,Chris Camozzi vs. Tom Watson
UFC Fight Night: Teixeira vs Saint Preux,Dustin Ortiz vs. Willie Gates
UFC Fight Night: Teixeira vs Saint Preux,Frankie Saenz vs. Sirwan Kakai
UFC Fight Night: Teixeira vs Saint Preux,Jonathan Wilson vs. Chris Dempsey
UFC Fight Night: Teixeira vs Saint Preux,Marlon Vera vs. Roman Salazar
UFC Fight Night: Teixeira vs Saint Preux,Scott Holtzman vs. Anthony Christodoulou
UFC 190: Rousey vs Correia,Ronda Rousey vs. Bethe Correia
UFC 190: Rousey vs Correia,Mauricio Rua vs. Rogerio Nogueira
UFC 190: Rousey vs Correia,Glaico Franca Moreira vs. Fernando Bruno
UFC 190: Rousey vs Correia,Reginaldo Vieira vs. Dileno Lopes
UFC 190: Rousey vs Correia,Stefan Struve vs. Antonio Rodrigo Nogueira
UFC 190: Rousey vs Correia,Antonio Silva vs. Soa Palelei
UFC 190: Rousey vs Correia,Claudia Gadelha vs. Jessica Aguilar
UFC 190: Rousey vs Correia,Demian Maia vs. Neil Magny
UFC 190: Rousey vs Correia,Patrick Cummins vs. Rafael Cavalcante
UFC 190: Rousey vs Correia,Warlley Alves vs. Nordine Taleb
UFC 190: Rousey vs Correia,Iuri Alcantara vs. Leandro Issa
UFC 190: Rousey vs Correia,Vitor Miranda vs. Clint Hester
UFC 190: Rousey vs Correia,Guido Cannetti vs. Hugo Viana
UFC on FOX: Dillashaw vs. Barao II,TJ Dillashaw vs. Renan Barao
UFC on FOX: Dillashaw vs. Barao II,Miesha Tate vs. Jessica Eye
UFC on FOX: Dillashaw vs. Barao II,Edson Barboza vs. Paul Felder
UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon vs. Takanori Gomi
UFC on FOX: Dillashaw vs. Barao II,Tom Lawlor vs. Gian Villante
UFC on FOX: Dillashaw vs. Barao II,Jim Miller vs. Danny Castillo
UFC on FOX: Dillashaw vs. Barao II,Ben Saunders vs. Kenny Robertson
UFC on FOX: Dillashaw vs. Barao II,Bryan Caraway vs. Eddie Wineland
UFC on FOX: Dillashaw vs. Barao II,James Krause vs. Daron Cruickshank
UFC on FOX: Dillashaw vs. Barao II,Andrew Holbrook vs. Ramsey Nijem
UFC on FOX: Dillashaw vs. Barao II,Elizabeth Phillips vs. Jessamyn Duke
UFC on FOX: Dillashaw vs. Barao II,Zak Cummings vs. Dominique Steele
UFC Fight Night: Bisping vs Leites,Michael Bisping vs. Thales Leites
UFC Fight Night: Bisping vs Leites,Evan Dunham vs. Ross Pearson
UFC Fight Night: Bisping vs Leites,Joe Duffy vs. Ivan Jorge
UFC Fight Night: Bisping vs Leites,Joanne Wood vs. Cortney Casey
UFC Fight Night: Bisping vs Leites,Leon Edwards vs. Pawel Pawlak
UFC Fight Night: Bisping vs Leites,Stevie Ray vs. Leonardo Mafra
UFC Fight Night: Bisping vs Leites,Paddy Holohan vs. Vaughan Lee
UFC Fight Night: Bisping vs Leites,Ilir Latifi vs. Hans Stringer
UFC Fight Night: Bisping vs Leites,Mickael Lebout vs. Teemu Packalen
UFC Fight Night: Bisping vs Leites,Robert Whiteford vs. Paul Redmond
UFC Fight Night: Bisping vs Leites,Jimmie Rivera vs. Marcus Brimage
UFC Fight Night: Bisping vs Leites,Daniel Omielanczuk vs. Chris de la Rocha
UFC Fight Night: Mir vs Duffee,Frank Mir vs. Todd Duffee
UFC Fight Night: Mir vs Duffee,Tony Ferguson vs. Josh Thomson
UFC Fight Night: Mir vs Duffee,Holly Holm vs. Marion Reneau
UFC Fight Night: Mir vs Duffee,Manvel Gamburyan vs. Scott Jorgensen
UFC Fight Night: Mir vs Duffee,Kevin Lee vs. James Moontasri
UFC Fight Night: Mir vs Duffee,Alan Jouban vs. Matt Dwyer
UFC Fight Night: Mir vs Duffee,Sam Sicilia vs. Yaotzin Meza
UFC Fight Night: Mir vs Duffee,Jessica Andrade vs. Sarah Moras
UFC Fight Night: Mir vs Duffee,Rani Yahya vs. Masanori Kanehara
UFC Fight Night: Mir vs Duffee,Sean Strickland vs. Igor Araujo
UFC Fight Night: Mir vs Duffee,Kevin Casey vs. Ildemar Alcantara
UFC Fight Night: Mir vs Duffee,Lyman Good vs. Andrew Craig
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Stephen Thompson vs. Jake Ellenberger
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Kamaru Usman vs. Hayder Hassan
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michael Graves vs. Vicente Luque
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jorge Masvidal vs. Cezar Ferreira
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michelle Waterson vs. Angela Magana
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Maximo Blanco vs. Mike de la Torre
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Josh Samman vs. Caio Magalhaes
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jerrod Sanders vs. Russell Doane
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Trevor Smith vs. Dan Miller
