EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS
UFC 208: Holm vs. De Randamie,Randy Brown vs. Belal Muhammad,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 27 - 30.Sal D'amato 27 - 30.Jeff Mullen 28 - 29.
UFC 208: Holm vs. De Randamie,Wilson Reis vs. Yuta Sasaki,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Jeff Mullen 28 - 29.
UFC 208: Holm vs. De Randamie,Nik Lentz vs. Islam Makhachev,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Chris Lee 25 - 30.Eric Colon 25 - 30.Doug Crosby 27 - 30.
UFC 208: Holm vs. De Randamie,Ricky Glenn vs. Phillipe Nover,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 30 - 27.Sal D'amato 28 - 29.Derek Cleary 28 - 29.
UFC 208: Holm vs. De Randamie,Ryan LaFlare vs. Roan Carneiro,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Mullen 26 - 30.Eric Colon 27 - 30.Chris Lee 28 - 29.
UFC Fight Night: Bermudez vs. The Korean Zombie,Dennis Bermudez vs. Chan Sung Jung,L/W,Featherweight Bout,KO/TKO ,1,2:29,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance 
UFC Fight Night: Bermudez vs. The Korean Zombie,Alexa Grasso vs. Felice Herrig,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Kevin Hancock 28 - 29.Jeff Mullen 28 - 29.Patrick Patlan 27 - 30.
UFC Fight Night: Bermudez vs. The Korean Zombie,Abel Trujillo vs. James Vick,L/W,Lightweight Bout,Submission ,3,0:49,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground 
UFC Fight Night: Bermudez vs. The Korean Zombie,Ovince Saint Preux vs. Volkan Oezdemir,L/W,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Reed,Joe Soliz 28 - 29.Sal D'amato 29 - 28.Joshua Ferraro 28 - 29.
UFC Fight Night: Bermudez vs. The Korean Zombie,Anthony Hamilton vs. Marcel Fortuna,L/W,Heavyweight Bout,KO/TKO ,1,3:10,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance 
UFC Fight Night: Bermudez vs. The Korean Zombie,Jessica Andrade vs. Angela Hill,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Sal D'amato 27 - 30.Jeff Mullen 27 - 30.Patrick Patlan 27 - 30.
UFC Fight Night: Bermudez vs. The Korean Zombie,Adam Milstead vs. Curtis Blaydes,NC/NC,Heavyweight Bout,Overturned ,2,0:59,3 Rnd (5-5-5),Kerry Hatley,Failed Drug Test by Blaydes
UFC Fight Night: Bermudez vs. The Korean Zombie,Chas Skelly vs. Chris Gruetzemacher,W/L,Featherweight Bout,Submission ,2,2:01,3 Rnd (5-5-5),Chris Reed,Rear Naked Choke 
UFC Fight Night: Bermudez vs. The Korean Zombie,Ricardo Ramos vs. Michinori Tanaka,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Danny De Alejandro 28 - 29.Joe Soliz 27 - 30.Joshua Ferraro 28 - 29.
UFC Fight Night: Bermudez vs. The Korean Zombie,Tecia Torres vs. Bec Rawlings,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Kevin Hancock 27 - 30.Jeff Mullen 27 - 30.Joshua Ferraro 27 - 30.
UFC Fight Night: Bermudez vs. The Korean Zombie,Alex Morono vs. Niko Price,NC/NC,Welterweight Bout,Overturned ,2,5:00,3 Rnd (5-5-5),Kerry Hatley,Failed Drug Test by Price
UFC Fight Night: Bermudez vs. The Korean Zombie,Daniel Jolly vs. Khalil Rountree Jr.,L/W,Light Heavyweight Bout,KO/TKO ,1,0:52,3 Rnd (5-5-5),Chris Reed,Knees to Head In Clinch 
UFC on FOX: Shevchenko vs. Pena,Valentina Shevchenko vs. Julianna Pena,W/L,Women's Bantamweight Bout,Submission ,2,4:29,5 Rnd (5-5-5-5-5),Herb Dean,Armbar From Bottom Guard 
UFC on FOX: Shevchenko vs. Pena,Donald Cerrone vs. Jorge Masvidal,L/W,Welterweight Bout,KO/TKO ,2,1:00,3 Rnd (5-5-5),Herb Dean,Punches to Body At Distance 
UFC on FOX: Shevchenko vs. Pena,Andrei Arlovski vs. Francis Ngannou,L/W,Heavyweight Bout,KO/TKO ,1,1:32,3 Rnd (5-5-5),Adam Martinez,Punch to Head At Distance 
UFC on FOX: Shevchenko vs. Pena,Alex Caceres vs. Jason Knight,L/W,Featherweight Bout,Submission ,2,4:21,3 Rnd (5-5-5),Tom Johnson,Rear Naked Choke 
UFC on FOX: Shevchenko vs. Pena,Nate Marquardt vs. Sam Alvey,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29.Jeff Mullen 28 - 29.Ron Mann 28 - 29.
UFC on FOX: Shevchenko vs. Pena,Raphael Assuncao vs. Aljamain Sterling,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Tim Mills,Hale Hilsabeck 28 - 29.Ben Ramirez 29 - 28.Ron Mann 28 - 29.
UFC on FOX: Shevchenko vs. Pena,Bobby Nash vs. Li Jingliang,L/W,Welterweight Bout,KO/TKO ,2,4:45,3 Rnd (5-5-5),Adam Martinez,Punch to Head At Distance 
UFC on FOX: Shevchenko vs. Pena,Henrique da Silva vs. Jordan Johnson,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Tom Johnson,Joe Garcia 27 - 30.Ron Mann 27 - 30.Ben Ramirez 27 - 30.
UFC on FOX: Shevchenko vs. Pena,Eric Spicely vs. Alessio Di Chirico,W/L,Middleweight Bout,Submission ,1,2:14,3 Rnd (5-5-5),Tim Mills,Triangle Choke From Bottom Guard 
UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima vs. Jeremy Kimball,W/L,Light Heavyweight Bout,KO/TKO ,1,2:27,3 Rnd (5-5-5),Adam Martinez,Punches to Head On Ground 
UFC on FOX: Shevchenko vs. Pena,Alexandre Pantoja vs. Eric Shelton,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Tom Johnson,Joe Garcia 28 - 29.Ron Mann 29 - 28.Ben Ramirez 28 - 29.
UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez vs. JC Cottrell,W/L,Lightweight Bout,Submission ,1,3:54,3 Rnd (5-5-5),Tim Mills,D'Arce Choke On Ground 
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,W/L,Featherweight Bout,KO/TKO ,2,0:24,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head At Distance 
UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon vs. Marcin Held,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 30 - 27.Jeff Mullen 28 - 29.Marcos Rosales 28 - 29.
UFC Fight Night: Rodriguez vs. Penn,Court McGee vs. Ben Saunders,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Chris Flores 28 - 29.Derek Cleary 28 - 29.Marcos Rosales 28 - 29.
UFC Fight Night: Rodriguez vs. Penn,John Moraga vs. Sergio Pettis,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jeff Mullen 28 - 29.Junichiro Kamijo 28 - 29.Dennis O'Connell 27 - 30.
UFC Fight Night: Rodriguez vs. Penn,Devin Powell vs. Drakkar Klose,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Brad Frank 27 - 30.Derek Cleary 27 - 30.Marcos Rosales 27 - 30.
UFC Fight Night: Rodriguez vs. Penn,Frankie Saenz vs. Augusto Mendes,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Brad Frank 29 - 28.Chris Flores 28 - 29.Dennis O'Connell 28 - 29.
UFC Fight Night: Rodriguez vs. Penn,Aleksei Oleinik vs. Viktor Pesta,W/L,Heavyweight Bout,Submission ,1,2:57,3 Rnd (5-5-5),Nic Jones,Ezekiel Choke From Bottom Mount 
UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin vs. Alex White,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Al Guinee,Chris Flores 27 - 30.Jeff Mullen 27 - 30.Junichiro Kamijo 27 - 30.
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger vs. Nina Nunes,L/W,Women's Strawweight Bout,Submission ,3,3:39,3 Rnd (5-5-5),Nic Jones,Rear Naked Choke 
UFC Fight Night: Rodriguez vs. Penn,Walt Harris vs. Chase Sherman,W/L,Heavyweight Bout,KO/TKO ,2,2:41,3 Rnd (5-5-5),Al Guinee,Knee to Head In Clinch 
UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic vs. Joachim Christensen,L/W,Light Heavyweight Bout,KO/TKO ,3,2:05,3 Rnd (5-5-5),Nic Jones,Punches to Head At Distance 
UFC Fight Night: Rodriguez vs. Penn,Dmitrii Smoliakov vs. Cyril Asker,L/W,Heavyweight Bout,KO/TKO ,1,2:41,3 Rnd (5-5-5),Al Guinee,Punches to Head From Mount 
UFC 207: Nunes vs. Rousey,Amanda Nunes vs. Ronda Rousey,W/L,UFC Women's Bantamweight Title Bout,KO/TKO ,1,0:48,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance 
UFC 207: Nunes vs. Rousey,Dominick Cruz vs. Cody Garbrandt,L/W,UFC Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Derek Cleary 46 - 48.Tony Weeks 47 - 48.Jeff Mullen 46 - 48.
UFC 207: Nunes vs. Rousey,TJ Dillashaw vs. John Lineker,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 26 - 30.Chris Lee 26 - 30.Dave Hagen 26 - 30.
UFC 207: Nunes vs. Rousey,Dong Hyun Kim vs. Tarec Saffiedine,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Glenn Trowbridge 30 - 27.Jeff Mullen 28 - 29.Derek Cleary 28 - 29.
UFC 207: Nunes vs. Rousey,Louis Smolka vs. Ray Borg,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30.Marcos Rosales 26 - 30.Chris Lee 26 - 30.
UFC 207: Nunes vs. Rousey,Johny Hendricks vs. Neil Magny,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Tony Weeks 28 - 29.Jeff Mullen 28 - 29.Derek Cleary 28 - 29.
UFC 207: Nunes vs. Rousey,Antonio Carlos Junior vs. Marvin Vettori,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Marcos Rosales 28 - 29.Dave Hagen 28 - 29.Sal D'amato 28 - 29.
UFC 207: Nunes vs. Rousey,Mike Pyle vs. Alex Garcia,L/W,Welterweight Bout,KO/TKO ,1,3:34,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance 
UFC 207: Nunes vs. Rousey,Brandon Thatch vs. Niko Price,L/W,Welterweight Bout,Submission ,1,4:30,3 Rnd (5-5-5),Mark Smith,Arm Triangle On Ground 
UFC 207: Nunes vs. Rousey,Alex Oliveira vs. Tim Means,NC/NC,Welterweight Bout,Could Not Continue ,1,3:33,3 Rnd (5-5-5),Dan Miragliotta,Knees by Means
UFC on FOX: VanZant vs. Waterson,Paige VanZant vs. Michelle Waterson,L/W,Women's Strawweight Bout,Submission ,1,3:21,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked Choke 
UFC on FOX: VanZant vs. Waterson,Sage Northcutt vs. Mickey Gall,L/W,Welterweight Bout,Submission ,2,1:40,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC on FOX: VanZant vs. Waterson,Urijah Faber vs. Brad Pickett,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 26 - 30.Sal D'amato 26 - 30.Marcos Rosales 26 - 30.
UFC on FOX: VanZant vs. Waterson,Alan Jouban vs. Mike Perry,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Brandon Saucedo 28 - 29.Ron McCarthy 27 - 30.Wade Vierra 27 - 30.
UFC on FOX: VanZant vs. Waterson,Henrique da Silva vs. Paul Craig,L/W,Light Heavyweight Bout,Submission ,2,1:59,3 Rnd (5-5-5),Mike Beltran,Armbar From Bottom Guard 
UFC on FOX: VanZant vs. Waterson,Cole Miller vs. Mizuto Hirota,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Ed Collantes,Derek Cleary 26 - 30.Marcos Rosales 27 - 30.Brandon Saucedo 27 - 30.
UFC on FOX: VanZant vs. Waterson,Bryan Barberena vs. Colby Covington,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy 27 - 30.Wade Vierra 27 - 30.Derek Cleary 27 - 30.
UFC on FOX: VanZant vs. Waterson,James Moontasri vs. Alex Morono,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Ron McCarthy 28 - 29.Mike Guingona 28 - 29.Derek Cleary 28 - 29.
UFC on FOX: VanZant vs. Waterson,Josh Emmett vs. Scott Holtzman,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Guingona 28 - 29.Wade Vierra 28 - 29.Brandon Saucedo 28 - 29.
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Guingona 28 - 29.Wade Vierra 28 - 29.Brandon Saucedo 27 - 30.
UFC on FOX: VanZant vs. Waterson,Eddie Wineland vs. Takeya Mizugaki,W/L,Bantamweight Bout,KO/TKO ,1,3:04,3 Rnd (5-5-5),Ed Collantes,Punches to Head At Distance 
UFC on FOX: VanZant vs. Waterson,Hector Sandoval vs. Fredy Serrano,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy 27 - 30.Mike Guingona 28 - 29.Brandon Saucedo 27 - 30.
UFC on FOX: VanZant vs. Waterson,Bojan Velickovic vs. Sultan Aliev,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Ed Collantes,Brandon Saucedo 29 - 28.Mike Guingona 27 - 30.Ron McCarthy 27 - 30.
UFC 206: Holloway vs. Pettis,Max Holloway vs. Anthony Pettis,W/L,UFC Interim Featherweight Title Bout,KO/TKO ,3,4:50,5 Rnd (5-5-5-5-5),Yves Lavigne,Punches to Head At Distance 
UFC 206: Holloway vs. Pettis,Donald Cerrone vs. Matt Brown,W/L,Welterweight Bout,KO/TKO ,3,0:34,3 Rnd (5-5-5),John McCarthy,Kick to Head At Distance 
UFC 206: Holloway vs. Pettis,Cub Swanson vs. Dooho Choi,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 27 - 30.Eric Colon 27 - 30.Derek Cleary 28 - 29.
UFC 206: Holloway vs. Pettis,Tim Kennedy vs. Kelvin Gastelum,L/W,Middleweight Bout,KO/TKO ,3,2:45,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance 
UFC 206: Holloway vs. Pettis,Jordan Mein vs. Emil Meek,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Pasquale Procopio 28 - 29.Cardo Urso 28 - 29.David Therien 28 - 29.
UFC 206: Holloway vs. Pettis,Nikita Krylov vs. Misha Cirkunov,L/W,Light Heavyweight Bout,Submission ,1,4:38,3 Rnd (5-5-5),John McCarthy,Guillotine Choke On Ground 
UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier vs. Drew Dober,W/L,Lightweight Bout,Submission ,2,2:57,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke 
UFC 206: Holloway vs. Pettis,Valerie Letourneau vs. Viviane Pereira,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 29.Gregory Jackson 29 - 28.Cardo Urso 28 - 29.
UFC 206: Holloway vs. Pettis,Mitch Gagnon vs. Matthew Lopez,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Cardo Urso 28 - 29.Gregory Jackson 28 - 29.Eric Colon 27 - 29.
UFC 206: Holloway vs. Pettis,John Makdessi vs. Lando Vannata,L/W,Lightweight Bout,KO/TKO ,1,1:40,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At DistanceWheel Kick
UFC 206: Holloway vs. Pettis,Jason Saggo vs. Rustam Khabilov,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,David Therien 27 - 30.Pasquale Procopio 27 - 30.Patrick Goulah 27 - 30.
UFC 206: Holloway vs. Pettis,Zach Makovsky vs. Dustin Ortiz,L/W,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Pasquale Procopio 28 - 29.David Therien 29 - 28.Patrick Buckley 28 - 29.
UFC Fight Night: Lewis vs. Abdurakhimov,Derrick Lewis vs. Shamil Abdurakhimov,W/L,Heavyweight Bout,KO/TKO ,4,3:42,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head From Mount 
UFC Fight Night: Lewis vs. Abdurakhimov,Francis Ngannou vs. Anthony Hamilton,W/L,Heavyweight Bout,Submission ,1,1:57,3 Rnd (5-5-5),John McCarthy,Kimura Standing 
UFC Fight Night: Lewis vs. Abdurakhimov,Corey Anderson vs. Sean O'Connell,W/L,Light Heavyweight Bout,KO/TKO ,2,2:36,3 Rnd (5-5-5),Todd Ronald Anderson,Punches to Head From Mount 
UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante vs. Saparbeg Safarov,W/L,Light Heavyweight Bout,KO/TKO ,2,2:54,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance 
UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish vs. Ashley Yoder,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 28 - 29.Dominic Carolei 28 - 29.Cardo Urso 28 - 29.
UFC Fight Night: Lewis vs. Abdurakhimov,Randy Brown vs. Brian Camozzi,W/L,Welterweight Bout,KO/TKO ,2,1:25,3 Rnd (5-5-5),John McCarthy,Knee to Head In Clinch 
UFC Fight Night: Lewis vs. Abdurakhimov,Joseph Gigliotti vs. Gerald Meerschaert,L/W,Middleweight Bout,Submission ,1,4:12,3 Rnd (5-5-5),Todd Ronald Anderson,Anaconda Choke On Ground 
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Doug Crosby 27 - 30.Glenn Trowbridge 27 - 30.Cardo Urso 27 - 30.
UFC Fight Night: Lewis vs. Abdurakhimov,Tiago dos Santos e Silva vs. Shane Burgos,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 26 - 30.Dominic Carolei 28 - 29.Derek Cleary 27 - 29.
UFC Fight Night: Lewis vs. Abdurakhimov,Frankie Perez vs. Marc Diakiese,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Dominic Carolei 28 - 29.Glenn Trowbridge 28 - 29.Cardo Urso 28 - 29.
UFC Fight Night: Lewis vs. Abdurakhimov,Keith Berish vs. Ryan Janes,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Doug Crosby 28 - 29.Glenn Trowbridge 28 - 29.Derek Cleary 28 - 29.
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima vs. JJ Aldrich,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dominic Carolei 27 - 30.Cardo Urso 27 - 30.Derek Cleary 27 - 30.
The Ultimate Fighter: Tournament of Champions Finale,Demetrious Johnson vs. Tim Elliott,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Junichiro Kamijo 46 - 49.Jeff Mullen 46 - 49.Sal D'amato 45 - 49.
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez vs. Henry Cejudo,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Marcos Rosales 29 - 27.Glenn Trowbridge 26 - 30.Derek Cleary 27 - 29.
The Ultimate Fighter: Tournament of Champions Finale,Jake Ellenberger vs. Jorge Masvidal,L/W,Welterweight Bout,KO/TKO ,1,4:05,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground 
The Ultimate Fighter: Tournament of Champions Finale,Ion Cutelaba vs. Jared Cannonier,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 28 - 29.
The Ultimate Fighter: Tournament of Champions Finale,Sara McMann vs. Alexis Davis,W/L,Women's Bantamweight Bout,Submission ,2,2:52,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control 
The Ultimate Fighter: Tournament of Champions Finale,Brandon Moreno vs. Ryan Benoit,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Jeff Mullen 28 - 29.Rick Winter 29 - 28.Junichiro Kamijo 28 - 29.
The Ultimate Fighter: Tournament of Champions Finale,Gray Maynard vs. Ryan Hall,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Patricia Morse-Jarman 27 - 30.Derek Cleary 27 - 30.Glenn Trowbridge 28 - 29.
The Ultimate Fighter: Tournament of Champions Finale,Rob Font vs. Matt Schnell,W/L,Bantamweight Bout,KO/TKO ,1,3:47,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch 
The Ultimate Fighter: Tournament of Champions Finale,Dong Hyun Ma vs. Brendan O'Reilly,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Rick Winter 28 - 29.
The Ultimate Fighter: Tournament of Champions Finale,Kailin Curran vs. Jamie Moyle,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 30.Patricia Morse-Jarman 27 - 30.Derek Cleary 27 - 30.
The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic vs. Anthony Smith,L/W,Middleweight Bout,KO/TKO ,2,3:27,3 Rnd (5-5-5),Mark Smith,Elbow to Head In Clinch 
The Ultimate Fighter: Tournament of Champions Finale,Josh Stansbury vs. Devin Clark,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 30.Patricia Morse-Jarman 27 - 30.Rick Winter 28 - 29.
UFC Fight Night: Whittaker vs. Brunson,Robert Whittaker vs. Derek Brunson,W/L,Middleweight Bout,KO/TKO ,1,4:07,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance 
UFC Fight Night: Whittaker vs. Brunson,Jake Matthews vs. Andrew Holbrook,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 28 - 29.Charlie Keech 29 - 28.Evan Field 28 - 29.
UFC Fight Night: Whittaker vs. Brunson,Kyle Noke vs. Omari Akhmedov,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Barry Foley 28 - 29.Evan Field 28 - 29.Albert Shen 27 - 30.
UFC Fight Night: Whittaker vs. Brunson,Yusuke Kasuya vs. Alexander Volkanovski,L/W,Lightweight Bout,KO/TKO ,2,2:06,3 Rnd (5-5-5),Greg Kleynjans,Punches to Head On Ground 
UFC Fight Night: Whittaker vs. Brunson,Khalil Rountree Jr. vs. Tyson Pedro,L/W,Light Heavyweight Bout,Submission ,1,4:07,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC Fight Night: Whittaker vs. Brunson,Seo Hee Ham vs. Danielle Taylor,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John Sharp,Christopher Shen 29 - 28.Anthony Dimitriou 27 - 30.Evan Field 27 - 30.
UFC Fight Night: Whittaker vs. Brunson,Daniel Kelly vs. Chris Camozzi,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 28 - 29.Albert Shen 28 - 29.Charlie Keech 27 - 30.
UFC Fight Night: Whittaker vs. Brunson,Damien Brown vs. Jon Tuck,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Christopher Shen 29 - 28.Anthony Dimitriou 28 - 29.Evan Field 28 - 29.
UFC Fight Night: Whittaker vs. Brunson,Richard Walsh vs. Jonathan Meunier,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Anthony Dimitriou 27 - 30.Albert Shen 27 - 30.Ben Cartlidge 28 - 29.
UFC Fight Night: Whittaker vs. Brunson,Ben Nguyen vs. Geane Herrera,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 27 - 30.Ben Cartlidge 26 - 30.Christopher Shen 27 - 30.
UFC Fight Night: Whittaker vs. Brunson,Dan Hooker vs. Jason Knight,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Christopher Shen 28 - 29.Evan Field 27 - 30.Charlie Keech 26 - 30.
UFC Fight Night: Whittaker vs. Brunson,Marlon Vera vs. Guangyou Ning,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Barry Foley 28 - 29.Charlie Keech 28 - 29.Albert Shen 28 - 29.
UFC Fight Night: Whittaker vs. Brunson,Yao Zhikui vs. Jenel Lausa,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Ben Cartlidge 27 - 30.Anthony Dimitriou 27 - 30.Evan Field 27 - 30.
